,day,coustomer,wine,region,price,Popularity
769,day2,a6,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
770,day2,a6,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
771,day2,a6,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
772,day2,a6,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,80,1114
773,day2,a7,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
774,day2,a7,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
775,day2,a7,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,190,1051
776,day2,a7,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
777,day2,a7,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1302
778,day2,a8,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,109,1092
779,day2,a8,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
780,day2,a8,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,80,1114
781,day2,a8,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,27,1130
782,day2,a8,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
783,day2,a9,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
784,day2,a9,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,190,1051
785,day2,a9,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
786,day2,a9,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
787,day2,a9,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
788,day2,a10,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
789,day2,a10,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
790,day2,a10,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
791,day2,a10,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
792,day2,a10,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
793,day2,a11,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
794,day2,a11,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,109,1092
795,day2,a11,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
796,day2,a11,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
797,day2,a11,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,246,1291
798,day2,a12,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
799,day2,a12,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
800,day2,a12,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
801,day2,a12,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
802,day2,a12,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,244,1124
803,day2,a12,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,28,1148
804,day2,a12,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
805,day2,a12,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,146,1217
806,day2,a12,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
807,day2,a12,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
808,day2,a12,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
809,day2,a13,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
810,day2,a13,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,190,1051
811,day2,a13,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,244,1124
812,day2,a13,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,28,1148
813,day2,a13,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,82,1186
814,day2,a13,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,75,1205
815,day2,a13,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
816,day2,a13,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,246,1291
817,day2,a13,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,251,1297
818,day2,a13,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
819,day2,a13,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1302
820,day2,a14,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
821,day2,a14,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
822,day2,a14,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
823,day2,a14,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
824,day2,a14,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,27,1130
825,day2,a14,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
826,day2,a14,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
827,day2,a14,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,82,1186
828,day2,a14,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,75,1205
829,day2,a14,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
830,day2,a14,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
831,day2,a15,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
832,day2,a15,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
833,day2,a15,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
834,day2,a15,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,190,1051
835,day2,a15,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
836,day2,a15,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,80,1114
837,day2,a15,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,244,1124
838,day2,a15,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
839,day2,a15,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,28,1148
840,day2,a15,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
841,day2,a15,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
842,day2,a16,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
843,day2,a16,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
844,day2,a16,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
845,day2,a16,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
846,day2,a16,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,190,1051
847,day2,a16,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,244,1124
848,day2,a16,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,27,1130
849,day2,a16,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,28,1148
850,day2,a16,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,82,1186
851,day2,a16,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1302
852,day2,a16,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
853,day2,a17,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
854,day2,a17,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
855,day2,a17,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
856,day2,a17,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
857,day2,a17,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,109,1092
858,day2,a17,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
859,day2,a17,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
860,day2,a17,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,80,1114
861,day2,a17,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,82,1186
862,day2,a17,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1302
863,day2,a17,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
864,day1,a0,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
865,day1,a0,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
866,day1,a0,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
867,day1,a0,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
868,day1,a0,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,190,1051
869,day1,a0,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,109,1092
870,day1,a0,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
871,day1,a0,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
872,day1,a0,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,80,1114
873,day1,a0,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,244,1124
874,day1,a0,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
875,day1,a0,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
876,day1,a0,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,82,1186
877,day1,a0,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,75,1205
878,day1,a0,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,146,1217
879,day1,a0,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
880,day1,a0,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,246,1291
881,day1,a0,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,251,1297
882,day1,a0,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
883,day1,a0,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1302
884,day1,a1,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
885,day1,a1,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
886,day1,a1,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
887,day1,a1,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
888,day1,a1,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
889,day1,a1,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
890,day1,a1,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,190,1051
891,day1,a1,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
892,day1,a1,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,80,1114
893,day1,a1,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,244,1124
894,day1,a1,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
895,day1,a1,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,28,1148
896,day1,a1,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
897,day1,a1,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,82,1186
898,day1,a1,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,75,1205
899,day1,a1,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,146,1217
900,day1,a1,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,246,1291
901,day1,a1,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
902,day1,a1,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1302
903,day1,a1,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
904,day1,a2,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
905,day1,a2,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
906,day1,a2,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
907,day1,a2,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
908,day1,a2,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
909,day1,a2,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
910,day1,a2,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,190,1051
911,day1,a2,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,109,1092
912,day1,a2,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
913,day1,a2,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
914,day1,a2,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,80,1114
915,day1,a2,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,244,1124
916,day1,a2,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
917,day1,a2,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,82,1186
918,day1,a2,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,146,1217
919,day1,a2,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
920,day1,a2,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,246,1291
921,day1,a2,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,251,1297
922,day1,a2,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
923,day1,a2,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
924,day1,a3,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
925,day1,a3,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
926,day1,a3,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
927,day1,a3,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
928,day1,a3,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,190,1051
929,day1,a3,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,109,1092
930,day1,a3,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
931,day1,a3,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
932,day1,a3,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,244,1124
933,day1,a3,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,27,1130
934,day1,a3,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
935,day1,a3,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,28,1148
936,day1,a3,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,82,1186
937,day1,a3,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,75,1205
938,day1,a3,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,146,1217
939,day1,a3,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
940,day1,a3,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,246,1291
941,day1,a3,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,251,1297
942,day1,a3,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1302
943,day1,a3,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
944,day1,a4,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
945,day1,a4,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
946,day1,a4,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
947,day1,a4,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
948,day1,a4,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
949,day1,a4,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,190,1051
950,day1,a4,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,109,1092
951,day1,a4,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
952,day1,a4,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
953,day1,a4,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,244,1124
954,day1,a4,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,27,1130
955,day1,a4,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
956,day1,a4,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,82,1186
957,day1,a4,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,75,1205
958,day1,a4,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,146,1217
959,day1,a4,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
960,day1,a4,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,251,1297
961,day1,a4,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
962,day1,a4,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1302
963,day1,a4,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
964,day1,a5,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
965,day1,a5,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
966,day1,a5,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
967,day1,a5,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
968,day1,a5,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
969,day1,a5,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,109,1092
970,day1,a5,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
971,day1,a5,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
972,day1,a5,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,80,1114
973,day1,a5,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,244,1124
974,day1,a5,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,27,1130
975,day1,a5,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
976,day1,a5,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
977,day1,a5,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,82,1186
978,day1,a5,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,146,1217
979,day1,a5,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
980,day1,a5,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,246,1291
981,day1,a5,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,251,1297
982,day1,a5,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
983,day1,a5,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1302
984,day1,a6,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
985,day1,a6,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
986,day1,a6,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
987,day1,a6,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
988,day1,a6,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
989,day1,a7,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
990,day1,a7,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
991,day1,a7,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
992,day1,a7,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,82,1186
993,day1,a7,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
994,day1,a8,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,80,1114
995,day1,a8,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,28,1148
996,day1,a8,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
997,day1,a8,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,75,1205
998,day1,a8,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,251,1297
999,day1,a9,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
1000,day1,a9,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
1001,day1,a9,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
1002,day1,a9,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,146,1217
1003,day1,a9,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,246,1291
1004,day1,a10,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
1005,day1,a10,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,190,1051
1006,day1,a10,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
1007,day1,a10,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,251,1297
1008,day1,a10,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
1009,day1,a11,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
1010,day1,a11,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,244,1124
1011,day1,a11,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
1012,day1,a11,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,28,1148
1013,day1,a11,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
1014,day1,a12,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
1015,day1,a12,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
1016,day1,a12,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
1017,day1,a12,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,190,1051
1018,day1,a12,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,22,1100
1019,day1,a12,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,27,1130
1020,day1,a12,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,146,1217
1021,day1,a12,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,246,1291
1022,day1,a12,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,251,1297
1023,day1,a12,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
