,day,coustomer,wine,region,price,Popularity,bool,bool2
703,day2,a2,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,$246,1291,1,1
704,day2,a2,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$251,1297,1,1
705,day2,a2,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$70,1297,1,1
706,day2,a2,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1302,1,1
707,day2,a2,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,$402,1318,1,1
708,day2,a3,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$53,949,1,1
709,day2,a3,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$417,960,1,1
710,day2,a3,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$156,982,1,1
711,day2,a3,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$173,993,1,1
712,day2,a3,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,$94,1041,1,1
713,day2,a3,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$190,1051,1,1
714,day2,a3,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$109,1092,1,1
715,day2,a3,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$22,1100,1,1
716,day2,a3,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,$45,1101,1,1
717,day2,a3,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$244,1124,1,1
718,day2,a3,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,$27,1130,1,1
719,day2,a3,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,$153,1142,1,1
720,day2,a3,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$28,1148,1,1
721,day2,a3,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$120,1167,1,1
722,day2,a3,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,$82,1186,1,1
723,day2,a3,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,$75,1205,1,1
724,day2,a3,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$126,1266,1,1
725,day2,a3,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$70,1297,1,1
726,day2,a3,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1302,1,1
727,day2,a3,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,$402,1318,1,1
728,day2,a4,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$53,949,1,1
729,day2,a4,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$417,960,1,1
730,day2,a4,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$173,993,1,1
731,day2,a4,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,$94,1041,1,1
732,day2,a4,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$190,1051,1,1
733,day2,a4,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$109,1092,1,1
734,day2,a4,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,$45,1101,1,1
735,day2,a4,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,$80,1114,1,1
736,day2,a4,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$244,1124,1,1
737,day2,a4,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,$27,1130,1,1
738,day2,a4,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,$153,1142,1,1
739,day2,a4,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$120,1167,1,1
740,day2,a4,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,$82,1186,1,1
741,day2,a4,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,$75,1205,1,1
742,day2,a4,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,$146,1217,1,1
743,day2,a4,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$126,1266,1,1
744,day2,a4,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$251,1297,1,1
745,day2,a4,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$70,1297,1,1
746,day2,a4,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1302,1,1
747,day2,a4,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,$402,1318,1,1
748,day2,a5,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$53,949,1,1
749,day2,a5,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$417,960,1,1
750,day2,a5,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$173,993,1,1
751,day2,a5,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1033,1,1
752,day2,a5,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,$94,1041,1,1
753,day2,a5,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$190,1051,1,1
754,day2,a5,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$109,1092,1,1
755,day2,a5,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$22,1100,1,1
756,day2,a5,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,$27,1130,1,1
757,day2,a5,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,$153,1142,1,1
758,day2,a5,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$28,1148,1,1
759,day2,a5,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$120,1167,1,1
760,day2,a5,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,$82,1186,1,1
761,day2,a5,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,$75,1205,1,1
762,day2,a5,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,$146,1217,1,1
763,day2,a5,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$126,1266,1,1
764,day2,a5,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$251,1297,1,1
765,day2,a5,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$70,1297,1,1
766,day2,a5,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1302,1,1
767,day2,a5,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,$402,1318,1,1
768,day2,a6,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$53,949,1,1
769,day2,a6,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$417,960,1,1
770,day2,a6,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1033,1,1
771,day2,a6,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$22,1100,1,1
772,day2,a6,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,$80,1114,1,1
773,day2,a7,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$156,982,1,1
774,day2,a7,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1033,1,1
775,day2,a7,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$190,1051,1,1
776,day2,a7,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,$153,1142,1,1
777,day2,a7,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1302,1,1
778,day2,a8,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$109,1092,18,18
779,day2,a8,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,$45,1101,18,18
780,day2,a8,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,$80,1114,18,18
781,day2,a8,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,$27,1130,18,18
782,day2,a8,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$126,1266,18,18
783,day2,a9,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$417,960,19,19
784,day2,a9,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$190,1051,19,19
785,day2,a9,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,$45,1101,19,19
786,day2,a9,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$70,1297,19,19
787,day2,a9,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,$402,1318,19,19
788,day2,a10,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,$94,1041,1,1
789,day2,a10,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,$45,1101,1,1
790,day2,a10,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,$153,1142,1,1
791,day2,a10,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$120,1167,1,1
792,day2,a10,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$126,1266,1,1
793,day2,a11,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,$94,1041,1,1
794,day2,a11,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$109,1092,1,1
795,day2,a11,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$120,1167,1,1
796,day2,a11,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$126,1266,1,1
797,day2,a11,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,$246,1291,1,1
798,day2,a12,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$417,960,1,1
799,day2,a12,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$156,982,1,1
800,day2,a12,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$173,993,1,1
801,day2,a12,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$22,1100,1,1
802,day2,a12,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$244,1124,1,1
803,day2,a12,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$28,1148,1,1
804,day2,a12,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$120,1167,1,1
805,day2,a12,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,$146,1217,1,1
806,day2,a12,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$126,1266,1,1
807,day2,a12,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$70,1297,1,1
808,day2,a12,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,$402,1318,1,1
809,day2,a13,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,$94,1041,1,1
810,day2,a13,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$190,1051,1,1
811,day2,a13,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$244,1124,1,1
812,day2,a13,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$28,1148,1,1
813,day2,a13,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,$82,1186,1,1
814,day2,a13,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,$75,1205,1,1
815,day2,a13,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$126,1266,1,1
816,day2,a13,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,$246,1291,1,1
817,day2,a13,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$251,1297,1,1
818,day2,a13,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$70,1297,1,1
819,day2,a13,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1302,1,1
820,day2,a14,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$156,982,1,1
821,day2,a14,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$173,993,1,1
822,day2,a14,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,$94,1041,1,1
823,day2,a14,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$22,1100,1,1
824,day2,a14,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,$27,1130,1,1
825,day2,a14,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,$153,1142,1,1
826,day2,a14,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$120,1167,1,1
827,day2,a14,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,$82,1186,1,1
828,day2,a14,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,$75,1205,1,1
829,day2,a14,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$126,1266,1,1
830,day2,a14,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,$402,1318,1,1
831,day2,a15,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$53,949,1,1
832,day2,a15,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$417,960,1,1
833,day2,a15,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$156,982,1,1
834,day2,a15,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$190,1051,1,1
835,day2,a15,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$22,1100,1,1
836,day2,a15,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,$80,1114,1,1
837,day2,a15,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$244,1124,1,1
838,day2,a15,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,$153,1142,1,1
839,day2,a15,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$28,1148,1,1
840,day2,a15,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$120,1167,1,1
841,day2,a15,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$126,1266,1,1
842,day2,a16,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$53,949,1,1
843,day2,a16,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$417,960,1,1
844,day2,a16,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$156,982,1,1
845,day2,a16,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1033,1,1
846,day2,a16,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$190,1051,1,1
847,day2,a16,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$244,1124,1,1
848,day2,a16,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,$27,1130,1,1
849,day2,a16,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$28,1148,1,1
850,day2,a16,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,$82,1186,1,1
851,day2,a16,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1302,1,1
852,day2,a16,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,$402,1318,1,1
853,day2,a17,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$53,949,1,1
854,day2,a17,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$156,982,1,1
855,day2,a17,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$173,993,1,1
856,day2,a17,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1033,1,1
857,day2,a17,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$109,1092,1,1
858,day2,a17,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$22,1100,1,1
859,day2,a17,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,$45,1101,1,1
860,day2,a17,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,$80,1114,1,1
861,day2,a17,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,$82,1186,1,1
862,day2,a17,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1302,1,1
863,day2,a17,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,$402,1318,1,1
864,day1,a0,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$417,960,1,1
865,day1,a0,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$156,982,1,1
866,day1,a0,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$173,993,1,1
867,day1,a0,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1033,1,1
868,day1,a0,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$190,1051,1,1
869,day1,a0,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$109,1092,1,1
870,day1,a0,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$22,1100,1,1
871,day1,a0,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,$45,1101,1,1
872,day1,a0,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,$80,1114,1,1
873,day1,a0,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$244,1124,1,1
874,day1,a0,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,$153,1142,1,1
875,day1,a0,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$120,1167,1,1
876,day1,a0,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,$82,1186,1,1
877,day1,a0,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,$75,1205,1,1
878,day1,a0,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,$146,1217,1,1
879,day1,a0,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$126,1266,1,1
880,day1,a0,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,$246,1291,1,1
881,day1,a0,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$251,1297,1,1
882,day1,a0,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$70,1297,1,1
883,day1,a0,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1302,1,1
884,day1,a1,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$53,949,1,1
885,day1,a1,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$417,960,1,1
886,day1,a1,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$156,982,1,1
887,day1,a1,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$173,993,1,1
888,day1,a1,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1033,1,1
889,day1,a1,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,$94,1041,1,1
890,day1,a1,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$190,1051,1,1
891,day1,a1,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$22,1100,1,1
892,day1,a1,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,$80,1114,1,1
893,day1,a1,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$244,1124,1,1
894,day1,a1,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,$153,1142,1,1
895,day1,a1,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$28,1148,1,1
896,day1,a1,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$120,1167,1,1
897,day1,a1,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,$82,1186,1,1
898,day1,a1,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,$75,1205,1,1
899,day1,a1,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,$146,1217,1,1
900,day1,a1,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,$246,1291,1,1
901,day1,a1,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$70,1297,1,1
902,day1,a1,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1302,1,1
903,day1,a1,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,$402,1318,1,1
904,day1,a2,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$53,949,1,1
905,day1,a2,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$417,960,1,1
906,day1,a2,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$156,982,1,1
907,day1,a2,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$173,993,1,1
908,day1,a2,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1033,1,1
909,day1,a2,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,$94,1041,1,1
910,day1,a2,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$190,1051,1,1
911,day1,a2,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$109,1092,1,1
912,day1,a2,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$22,1100,1,1
913,day1,a2,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,$45,1101,1,1
914,day1,a2,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,$80,1114,1,1
915,day1,a2,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$244,1124,1,1
916,day1,a2,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,$153,1142,1,1
917,day1,a2,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,$82,1186,1,1
918,day1,a2,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,$146,1217,1,1
919,day1,a2,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$126,1266,1,1
920,day1,a2,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,$246,1291,1,1
921,day1,a2,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$251,1297,1,1
922,day1,a2,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$70,1297,1,1
923,day1,a2,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,$402,1318,1,1
924,day1,a3,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$53,949,1,1
925,day1,a3,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$417,960,1,1
926,day1,a3,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$173,993,1,1
927,day1,a3,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1033,1,1
928,day1,a3,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$190,1051,1,1
929,day1,a3,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$109,1092,1,1
930,day1,a3,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$22,1100,1,1
931,day1,a3,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,$45,1101,1,1
932,day1,a3,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$244,1124,1,1
933,day1,a3,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,$27,1130,1,1
934,day1,a3,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,$153,1142,1,1
935,day1,a3,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$28,1148,1,1
936,day1,a3,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,$82,1186,1,1
937,day1,a3,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,$75,1205,1,1
